title,link,descrip,date
Fire hazard of static electricity when handling flammable liquids,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Ffire-hazard-of-static-electricity-when-handling-flammable-liquids&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27882&auth=n37726WJtAjPRQ49Yr%2Bx%2FA&profile=_default&rank=251&query=%21padrenull,The purpose of this safety alert is to inform people about the danger of igniting flammable liquids by static electricity and provide guidance on how to control static electricity when filling containers with flammable liquid at service stations.,31 October 2014
Guarding on a mast climbing work platform.,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fsafety-alert%2C-guarding-on-a-mast-climbing-work-platform.&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26076&auth=ZNJMeIJzoJEEqP7s7AHQJw&profile=_default&rank=252&query=%21padrenull,"This safety alert is to advise installers, owners and operators of mast climbing work platforms (MCWP) of the risks associated with erecting and dismantling MCWPs and how to best manage such risks through effective control measures.",31 October 2014
Elevating work platform overturned due to damaged wiring,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2007%2Felevating-work-platform-overturned-due-to-damaged-wiring&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26022&auth=2oTTvYM5b0E1l%2B7spr4tCg&profile=_default&rank=253&query=%21padrenull,A SNORKEL mobile Elevating Work Platform (EWP) utilises hydraulic legs on each corner for stability.,31 October 2014
Awning collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2014%2Fawning-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D16308&auth=eEEnd1CIz6WWNf2pmv62vw&profile=_default&rank=254&query=%21padrenull,"The purpose of this safety alert is to highlight the risks associated with any awning that may collapse, and to raise awareness of the requirements for installing and maintaining awnings.",31 October 2014
Haulotte elevating work platform failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fhaulotte-elevating-work-platform-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23486&auth=XrBi2ptoGmQAVROF%2BSPRTQ&profile=_default&rank=255&query=%21padrenull,The purpose of this safety alert is to highlight risks associated with a failed cast steel linkage on an elevating work platform (EWP).,31 October 2014
Risks associated with lifting formwork,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2011%2Frisks-associated-with-lifting-formwork&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22726&auth=QHoQZjXA4yfaaKjWR5RNPw&profile=_default&rank=256&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with lifting formwork and the need to make sure the lifting method is safe.,31 October 2014
Capstan winches,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fsafety-alert-capstan-winches&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20675&auth=CwcmjJi76HpfeX4Hkm08iw&profile=_default&rank=257&query=%21padrenull,This safety alert highlights the hazards involved when operating unguarded capstan winches on board commercial fishing vessels.,31 October 2014
Mobile cranes with a free fall feature,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fmobile-cranes-with-a-free-fall-feature&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22682&auth=qkglQ3bln7mQihdekgdTQQ&profile=_default&rank=258&query=%21padrenull,The purpose of this safety alert is to highlight the importance of correctly locking out the free fall controls on mobile cranes fitted with this feature.,31 October 2014
Working around mobile plant during construction of roadworks and related infrastructure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fworking-around-mobile-plant-during-construction-of-roadworks-and-related-infrastructure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D30417&auth=pjwVrF%2F%2FY2NwDMJBf1DHjA&profile=_default&rank=259&query=%21padrenull,"The purpose of this alert is to highlight the hazards and risks to workers performing traffic management and road construction work on roadways, following two recent fatalities.",31 October 2014
Obligations for guardrail systems,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2008%2Fobligations-for-guardrail-systems&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21431&auth=OgPEPsAa24Hl%2Fc0n923Bng&profile=_default&rank=260&query=%21padrenull,Stability requirements for telescopic handlers used as cranes,31 October 2014
Safe operation of container sidelifters,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafety-alert-safe-operation-of-container-sidelifters&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25543&auth=BIEwvMju551kD6veuEzn2g&profile=_default&rank=261&query=%21padrenull,The purpose of this alert is to inform all businesses and people who operate container sidelifters of the risk of injury when using this equipment to transfer a container from one vehicle to another.,31 October 2014
Delivery and unloading of pre-cast panels,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fdelivery-and-unloading-of-pre-cast-panels&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23468&auth=I1j8ekPC4rSYpImGD%2FDibg&profile=_default&rank=262&query=%21padrenull,The purpose of this alert is to highlight the importance of safe delivery and unloading of pre-cast panels.,31 October 2014
Insulation - installing ceiling insulation and your health and safety,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafety-alert-insulation-installing-ceiling-insulation-and-your-health-and-safety&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D29742&auth=R3rT5%2FyhjVkALYHJYIfxIQ&profile=_default&rank=263&query=%21padrenull,"Effective 1 November 2009, all Queensland insulation installers, whether or not operating under the Australian Government's Home Insulation Scheme, will be required to take additional electrical safety measures as provided in the Electrical Safety (Installation of Ceiling Insulation) Notice 2009, to protect themselves and Queensland householders. Non-compliance is a breach of electrical safety obligations - significant penalties apply.",31 October 2014
Tractor roll over protective structure limitations,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Ftractor-roll-over-protective-structure-limitations&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24928&auth=DUhxmnx99V4%2BwVsoQRbEqA&profile=_default&rank=264&query=%21padrenull,"To alert plant owners/operators, including workers, employers, self employed persons and suppliers, of the circumstances that led to a tractor driver sustaining fatal injuries when the roll-over protective structure (ROPS) attached to the tractor failed during a roll-over incident on a sealed road.",31 October 2014
Heavy vehicles and trailers hitting or crushing workers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2014%2Fheavy-vehicles-and-trailers-hitting-or-crushing-workers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26030&auth=AzHsfN1m%2B2DCkTr5SC7Wmw&profile=_default&rank=265&query=%21padrenull,To highlight the risks associated with workers being crushed or hit by heavy vehicles or trailers.,31 October 2014
Plate clamps and dropping loads,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2014%2Fplate-clamps-and-dropping-loads&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21439&auth=3nRLgmpOY1Ky54bWZsTcQA&profile=_default&rank=266&query=%21padrenull,"The purpose of this safety alert is to highlight the risks associated with plate clamps used to lift loads, and to provide guidance on ways to use plate clamps safely.",31 October 2014
Safety of amusement rides,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fsafety-of-amusement-rides&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19959&auth=uPzWHrEX6YVOE2q43YDIlA&profile=_default&rank=267&query=%21padrenull,This safety alert aims to highlight the potential risks associated with operating an amusement ride.,31 October 2014
Gas Struts,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fgas-struts&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D15475&auth=dEXF8tBEqXReCZ8uvQ0OYg&profile=_default&rank=268&query=%21padrenull,The purpose of this safety alert is to highlight the potential risks associated with the use of gas struts.,31 October 2014
Air-conditioner installation,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafety-alert-air-conditioner-installation&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23482&auth=dX0lohKNLcE0rQ9zJbv77g&profile=_default&rank=269&query=%21padrenull,Safety alert to inform workers installing air-conditioning units about the risk of working on pressurised plant and to provide guidance on ways to control the risks of working on pressurised plant and ensure a safe system of work is followed.,31 October 2014
Trapdoors and penetration covers in construction,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fsafety-alert-trapdoors-and-penetration-covers-in-construction&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27113&auth=433R7CpVt%2BjXTkSlLr%2BubQ&profile=_default&rank=270&query=%21padrenull,The purpose of this safety alert is to inform people of the need to correctly design trapdoors and penetration covers and to implement safe systems of work to minimise the risk of falls.,31 October 2014
Inflatable water balls,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Finflatable-water-balls&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19021&auth=tt040kN3ocAB33oxzMHTkQ&profile=_default&rank=271&query=%21padrenull,The purpose of this alert is to inform owners and operators of inflatable water balls of the possible risks with their use. This alert also provides some information on risk control measures.,31 October 2014
Pacific Roll Pac 16 tonne multi-tyred roller,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fpacific-roll-pac-16-tonne-multi-tyred-roller&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24064&auth=Rd7QjegEXGCOOnKSeNq4ig&profile=_default&rank=272&query=%21padrenull,"Workplace health and safety alert regarding moving plant (equipment or machinery), specifically multi-tyred rollers",31 October 2014
Hose whip on concrete pumps,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2011%2Fhose-whip-on-concrete-pumps&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19972&auth=Ca2ekhl0Df%2FAQPZ%2Boaojrw&profile=_default&rank=273&query=%21padrenull,"The purpose of this alert is to highlight the hazards and risks to workers caused by hose whip on concrete pumps. 'Hose whip' describes the uncontrolled and rapid motion of the flexible rubber hose on the end of a concrete placement boom or other concrete delivery line. The following information is provided to assist employers, self-employed people, principal contractors, clients and project managers to meet their obligations under the Workplace Health and Safety Act 1995.",31 October 2014
Lifting inserts for tilt-up and pre-cast concrete construction,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Flifting-inserts-for-tilt-up-and-pre-cast-concrete-construction&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26938&auth=rcp%2FWEArTdFjVaxpu3wVeQ&profile=_default&rank=274&query=%21padrenull,"Lifting inserts are specially designed and manufactured items, of controlled strength and ductility, which are cast into concrete elements for the purpose of lifting.",31 October 2014
Safe loading of elevated work platforms on tilt tray trucks,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafe-loading-of-elevated-work-platforms-on-tilt-tray-trucks&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26575&auth=RBVqQUjHRaRKTRoWnDYJvA&profile=_default&rank=275&query=%21padrenull,The purpose of this alert is to inform people of the risk of injury when loading and unloading elevating work platforms (EWPs) onto and off tilt tray trucks.,31 October 2014
Concrete pumping pipeline risks,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Fsafety-alert-concrete-pumping-pipeline-risks&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23985&auth=11LJ6i5ivrOs%2Bj13DtBe7w&profile=_default&rank=276&query=%21padrenull,"The purpose of this safety alert is to highlight the issue of pipeline failure on concrete pumps, and to provide guidance on ways to minimise this risk.",31 October 2014
Entry to confined spaces on marine craft,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2005%2Fentry-to-confined-spaces-on-marine-craft&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23460&auth=4I%2FdRZHHs2tdfRFFoQmzGQ&profile=_default&rank=277&query=%21padrenull,To alert owners and operators of marine craft to the dangers of entering previously sealed confined space environments prior to verifying that the atmosphere is safe for human occupation,31 October 2014
